isoform,structural_category
ONT17.2107.28600,FSM
ONT17.2107.28606,FSM
ONT17.2107.28609,FSM
ONT17.2107.28610,FSM
ONT17.2107.28612,ISM
ONT17.2107.28613,FSM
ONT17.2107.28620,NNC
ONT17.2107.28644,NIC
ONT17.2107.28688,NNC
ONT17.2107.29,NIC
ONT17.2107.29237,FSM
ONT17.2107.29246,FSM
ONT17.2107.29255,NNC
ONT17.2107.29782,ISM
ONT17.2107.30,ISM
ONT17.2107.31261,FSM
ONT17.2107.31264,NIC
ONT17.2107.31274,ISM
ONT17.2107.31455,FSM
ONT17.2107.31458,NIC
ONT17.2107.31460,ISM
ONT17.2107.31465,NNC
ONT17.2107.31483,NNC
ONT17.2107.31487,ISM
ONT17.2107.31493,FSM
ONT17.2107.31498,ISM
ONT17.2107.31500,FSM
ONT17.2107.31509,ISM
ONT17.2107.31511,ISM
ONT17.2107.31526,ISM
ONT17.2107.31633,ISM
ONT17.2107.31740,NNC
ONT17.2107.31820,NNC
ONT17.2107.31846,NNC
ONT17.2107.31849,NNC
ONT17.2107.32,NNC
ONT17.2107.34,NIC
ONT17.2107.374,NIC
ONT17.2107.407,FSM
ONT17.2107.47,FSM
ONT17.2107.60,ISM
ONT17.2107.7728,FSM
ONT17.2107.7731,FSM
ONT17.2107.7749,FSM
ONT17.2107.7840,ISM
ONT17.2107.7841,ISM
ONT17.2107.7842,ISM
ONT17.2107.7843,ISM
ONT17.2107.8022,FSM
ONT17.2107.8025,FSM
ONT17.2107.8026,NNC
ONT17.2107.8028,NNC
ONT17.2107.8029,ISM
ONT17.2107.8031,FSM
ONT17.2107.8032,FSM
ONT17.2107.8033,ISM
ONT17.2107.8034,ISM
ONT17.2107.8037,NNC
ONT17.2107.8040,ISM
ONT17.2107.8041,ISM
ONT17.2107.8048,NNC
ONT17.2107.8050,NNC
ONT17.2107.8051,NNC
ONT17.2107.8064,ISM
ONT17.2107.8072,NNC
ONT17.2107.8079,NNC
ONT17.2107.8086,NNC
ONT17.2107.8102,ISM
ONT17.2107.8405,NNC
ONT17.2107.8409,ISM
ONT17.2107.8410,ISM
ONT17.2107.8411,NNC
ONT17.2107.8412,ISM
ONT17.2107.8413,FSM
ONT17.2107.8414,FSM
ONT17.2107.8421,ISM
ONT17.2107.8422,ISM
ONT17.2107.8423,ISM
ONT17.2107.8430,ISM
ONT17.2107.8432,ISM
ONT17.2107.8446,ISM
ONT17.2107.8450,ISM
ONT17.2107.8451,ISM
ONT17.2107.8475,ISM
ONT17.2107.8680,FSM
ONT17.2107.8687,ISM
ONT17.2107.8690,ISM
ONT17.2107.8700,ISM
ONT17.2107.9546,ISM
ONT17.2107.9547,FSM
ONT17.2107.9584,NNC
ONT17.2107.9641,NNC
ONT17.2107.9644,FSM
ONT17.2107.9645,FSM
ONT17.2107.9646,FSM
ONT17.2107.9647,NNC
ONT17.2107.9648,FSM
ONT17.2107.9650,NNC
ONT17.2107.9652,FSM
ONT17.2107.9665,NNC
ONT17.2107.9688,NNC
ONT17.2107.9695,NNC
ONT17.2107.9701,NNC
ONT17.2107.9702,NNC
ONT17.2107.9723,NNC
ONT17.2107.9724,NNC
ONT17.2121.1,FSM
ONT17.2121.15,FSM
ONT17.2121.16,FSM
ONT17.2121.17,FSM
ONT17.2121.19,FSM
ONT17.2121.2,FSM
ONT17.2121.21,FSM
ONT17.2121.24,FSM
ONT17.2121.25,FSM
ONT17.2121.28,FSM
ONT17.2121.29,FSM
ONT17.2121.3,FSM
ONT17.2121.32,ISM
ONT17.2121.8,FSM
ONT17.223.3101,ISM
ONT17.223.3104,FSM
ONT17.223.3105,FSM
ONT17.223.3111,ISM
ONT17.223.3112,FSM
ONT17.223.3115,NNC
ONT17.223.3116,ISM
ONT17.223.3117,NIC
ONT17.223.3120,NIC
ONT17.223.3121,ISM
ONT17.223.3124,NNC
ONT17.223.3125,ISM
ONT17.223.3126,NIC
ONT17.223.3127,NIC
ONT17.223.3133,NNC
ONT17.223.3136,NIC
ONT17.223.3139,NIC
ONT17.223.3173,NIC
ONT17.223.3199,NNC
ONT17.223.3241,NIC
ONT17.295.2002,FSM
ONT17.295.2089,FSM
ONT17.295.2180,NIC
ONT17.295.2181,NNC
ONT17.295.2183,ISM
ONT17.295.2184,NNC
ONT17.295.2186,ISM
ONT17.295.2187,FSM
ONT17.295.2189,NNC
ONT17.295.2190,ISM
ONT17.295.2192,ISM
ONT17.295.2201,ISM
ONT17.295.2202,ISM
ONT17.295.2211,ISM
ONT17.295.2212,ISM
ONT17.295.2219,NNC
ONT17.295.2221,FSM
ONT17.295.2243,ISM
ONT17.295.2254,ISM
ONT17.295.2801,ISM
ONT17.296.2099,ISM
ONT17.296.2103,NNC
ONT17.296.2135,NNC
ONT17.296.2495,ISM
ONT17.296.2519,ISM
ONT17.296.2523,ISM
ONT17.296.2526,ISM
ONT17.296.2531,ISM
ONT17.296.2682,ISM
ONT17.296.2684,ISM
ONT17.296.2690,ISM
ONT17.296.2692,ISM
ONT17.296.2773,ISM
ONT17.296.2777,ISM
ONT17.296.2811,ISM
ONT17.296.2812,ISM
ONT17.296.2835,ISM
ONT17.296.2841,ISM
ONT17.296.2848,ISM
ONT17.296.2907,ISM
ONT17.376.4197,NNC
ONT17.376.4199,NNC
ONT17.376.82,FSM
ONT17.376.90,FSM
ONT17.376.91,FSM
ONT17.392.2076,FSM
ONT17.392.2077,FSM
ONT17.392.2078,NNC
ONT17.392.2079,FSM
ONT17.392.2083,NNC
ONT17.392.2084,FSM
ONT17.392.2087,NNC
ONT17.392.2095,NNC
ONT17.392.2099,FSM
ONT17.392.2104,NIC
ONT17.392.2123,NNC
ONT17.392.2264,ISM
ONT17.392.2271,ISM
ONT17.392.2292,ISM
ONT17.392.2295,ISM
ONT17.392.2298,ISM
ONT17.392.2825,ISM
ONT17.392.2829,ISM
ONT17.392.2831,ISM
ONT17.392.2835,ISM
ONT17.392.3375,FSM
ONT17.392.3386,FSM
ONT17.392.3594,ISM
ONT17.51.10717,FSM
ONT17.51.10752,ISM
ONT17.51.10774,ISM
ONT17.51.10775,ISM
ONT17.51.10780,ISM
ONT17.51.10785,ISM
ONT17.51.10791,ISM
ONT17.51.10795,ISM
ONT17.51.10798,ISM
ONT17.51.10801,NNC
ONT17.51.10802,ISM
ONT17.51.10806,ISM
ONT17.51.10809,ISM
ONT17.51.10813,ISM
ONT17.51.10824,ISM
ONT17.51.10826,ISM
ONT17.51.10830,ISM
ONT17.51.10831,ISM
ONT17.51.10832,ISM
ONT17.51.10833,ISM
ONT17.51.10875,ISM
ONT17.51.10940,NNC
ONT17.51.10946,FSM
ONT17.51.10948,NNC
ONT17.51.10949,NNC
ONT17.51.10952,NNC
ONT17.51.10956,NNC
ONT17.51.11,FSM
ONT17.51.11084,NNC
ONT17.51.11085,NNC
ONT17.51.11180,NNC
ONT17.51.11234,NNC
ONT17.51.11272,NNC
ONT17.51.11294,ISM
ONT17.51.11297,NNC
ONT17.51.11321,FSM
ONT17.51.11328,ISM
ONT17.51.11410,ISM
ONT17.51.11413,ISM
ONT17.51.11447,FSM
ONT17.51.11449,FSM
ONT17.51.11453,FSM
ONT17.51.118,NNC
ONT17.51.11916,FSM
ONT17.51.11921,NNC
ONT17.51.11931,NNC
ONT17.51.11951,NIC
ONT17.51.12515,ISM
ONT17.51.12543,ISM
ONT17.51.126,NIC
ONT17.51.12768,NNC
ONT17.51.12811,ISM
ONT17.51.12845,ISM
ONT17.51.12854,ISM
ONT17.51.12865,NNC
ONT17.51.12871,ISM
ONT17.51.12887,ISM
ONT17.51.12907,ISM
ONT17.51.12918,ISM
ONT17.51.12929,ISM
ONT17.51.12955,ISM
ONT17.51.12958,ISM
ONT17.51.12997,FSM
ONT17.51.13,NNC
ONT17.51.13021,ISM
ONT17.51.14324,FSM
ONT17.51.14326,FSM
ONT17.51.14328,NNC
ONT17.51.14331,FSM
ONT17.51.14338,ISM
ONT17.51.14343,NNC
ONT17.51.14353,FSM
ONT17.51.14354,NNC
ONT17.51.14668,FSM
ONT17.51.14728,NNC
ONT17.51.14768,ISM
ONT17.51.14896,FSM
ONT17.51.14930,ISM
ONT17.51.14938,ISM
ONT17.51.14971,ISM
ONT17.51.14983,FSM
ONT17.51.14992,FSM
ONT17.51.15008,FSM
ONT17.51.15013,FSM
ONT17.51.15021,FSM
ONT17.51.15023,FSM
ONT17.51.15027,FSM
ONT17.51.15029,FSM
ONT17.51.15030,FSM
ONT17.51.15047,FSM
ONT17.51.15049,FSM
ONT17.51.15057,FSM
ONT17.51.15065,NNC
ONT17.51.15119,FSM
ONT17.51.15382,NIC
ONT17.51.16,NIC
ONT17.51.17,NIC
ONT17.51.18333,FSM
ONT17.51.18336,FSM
ONT17.51.18338,FSM
ONT17.51.18339,NNC
ONT17.51.18342,ISM
ONT17.51.18343,NIC
ONT17.51.18348,NIC
ONT17.51.18350,NNC
ONT17.51.18360,NNC
ONT17.51.18361,FSM
ONT17.51.18396,NNC
ONT17.51.18410,NNC
ONT17.51.186,FSM
ONT17.51.188,NIC
ONT17.51.19236,ISM
ONT17.51.19238,ISM
ONT17.51.19342,ISM
ONT17.51.19403,ISM
ONT17.51.19418,ISM
ONT17.51.19454,ISM
ONT17.51.19470,ISM
ONT17.51.19471,ISM
ONT17.51.196,NNC
ONT17.51.197,FSM
ONT17.51.20180,ISM
ONT17.51.20375,ISM
ONT17.51.20418,ISM
ONT17.51.20443,NNC
ONT17.51.20463,ISM
ONT17.51.20466,ISM
ONT17.51.20489,NNC
ONT17.51.20527,ISM
ONT17.51.20561,ISM
ONT17.51.20570,ISM
ONT17.51.206,FSM
ONT17.51.20663,ISM
ONT17.51.20677,NNC
ONT17.51.20696,NNC
ONT17.51.20713,ISM
ONT17.51.20741,ISM
ONT17.51.20780,FSM
ONT17.51.20800,ISM
ONT17.51.20845,ISM
ONT17.51.20870,ISM
ONT17.51.20887,ISM
ONT17.51.211,FSM
ONT17.51.23265,ISM
ONT17.51.23267,FSM
ONT17.51.23270,FSM
ONT17.51.23274,ISM
ONT17.51.23276,NNC
ONT17.51.23290,ISM
ONT17.51.23772,ISM
ONT17.51.23796,FSM
ONT17.51.23801,FSM
ONT17.51.23803,FSM
ONT17.51.23805,ISM
ONT17.51.24895,ISM
ONT17.51.24896,ISM
ONT17.51.24897,ISM
ONT17.51.26,NIC
ONT17.51.26063,ISM
ONT17.51.26938,FSM
ONT17.51.26939,FSM
ONT17.51.26940,FSM
ONT17.51.26942,FSM
ONT17.51.27,NNC
ONT17.51.27552,NNC
ONT17.51.27557,NNC
ONT17.51.28274,NNC
ONT17.51.28276,NNC
ONT17.51.28279,NNC
ONT17.51.28287,NNC
ONT17.51.28385,NNC
ONT17.51.28400,NNC
ONT17.51.28574,FSM
ONT17.51.29,FSM
ONT17.51.2946,NNC
ONT17.51.2950,NNC
ONT17.51.2951,NNC
ONT17.51.2954,NNC
ONT17.51.2960,NNC
ONT17.51.2967,FSM
ONT17.51.2969,NNC
ONT17.51.2973,NNC
ONT17.51.2997,NNC
ONT17.51.3011,NNC
ONT17.51.3016,NNC
ONT17.51.3017,ISM
ONT17.51.3030,ISM
ONT17.51.30342,ISM
ONT17.51.30377,ISM
ONT17.51.30385,ISM
ONT17.51.3044,NNC
ONT17.51.30451,ISM
ONT17.51.30460,ISM
ONT17.51.30467,ISM
ONT17.51.30475,ISM
ONT17.51.3048,NNC
ONT17.51.30480,ISM
ONT17.51.30485,ISM
ONT17.51.30489,ISM
ONT17.51.30492,ISM
ONT17.51.30514,ISM
ONT17.51.30525,ISM
ONT17.51.3126,NNC
ONT17.51.3129,NNC
ONT17.51.3134,NNC
ONT17.51.31395,FSM
ONT17.51.31398,FSM
ONT17.51.31571,FSM
ONT17.51.31580,NNC
ONT17.51.31586,NNC
ONT17.51.31614,FSM
ONT17.51.31616,FSM
ONT17.51.31617,ISM
ONT17.51.31619,NIC
ONT17.51.31621,FSM
ONT17.51.31622,NNC
ONT17.51.31623,NNC
ONT17.51.31625,FSM
ONT17.51.31636,NNC
ONT17.51.31651,NNC
ONT17.51.31659,NNC
ONT17.51.31759,NNC
ONT17.51.31771,FSM
ONT17.51.31779,FSM
ONT17.51.3179,NNC
ONT17.51.3180,NNC
ONT17.51.31848,ISM
ONT17.51.31860,ISM
ONT17.51.32,NIC
ONT17.51.32004,ISM
ONT17.51.33444,FSM
ONT17.51.33446,FSM
ONT17.51.33448,NIC
ONT17.51.33449,NIC
ONT17.51.33460,NIC
ONT17.51.33507,ISM
ONT17.51.33509,FSM
ONT17.51.33511,NIC
ONT17.51.33514,FSM
ONT17.51.33516,NIC
ONT17.51.33517,NIC
ONT17.51.33521,NIC
ONT17.51.33526,FSM
ONT17.51.33535,NIC
ONT17.51.33551,NIC
ONT17.51.33570,NIC
ONT17.51.33636,NIC
ONT17.51.33856,ISM
ONT17.51.33881,ISM
ONT17.51.33882,ISM
ONT17.51.34073,FSM
ONT17.51.34079,FSM
ONT17.51.34083,FSM
ONT17.51.34084,FSM
ONT17.51.34086,FSM
ONT17.51.34089,NNC
ONT17.51.34090,FSM
ONT17.51.34093,FSM
ONT17.51.34095,NNC
ONT17.51.34096,FSM
ONT17.51.34099,FSM
ONT17.51.34101,NNC
ONT17.51.34103,NNC
ONT17.51.34110,FSM
ONT17.51.34139,NNC
ONT17.51.34184,FSM
ONT17.51.34642,Genic_Genomic
ONT17.51.34643,FSM
ONT17.51.34646,FSM
ONT17.51.34650,FSM
ONT17.51.34659,Genic_Genomic
ONT17.51.34661,Genic_Genomic
ONT17.51.34665,FSM
ONT17.51.34670,Genic_Genomic
ONT17.51.34673,Genic_Genomic
ONT17.51.34681,Genic_Genomic
ONT17.51.34684,Genic_Genomic
ONT17.51.34686,Genic_Genomic
ONT17.51.34723,FSM
ONT17.51.34730,FSM
ONT17.51.34733,FSM
ONT17.51.34737,FSM
ONT17.51.34740,FSM
ONT17.51.34756,FSM
ONT17.51.34767,FSM
ONT17.51.34768,FSM
ONT17.51.36725,FSM
ONT17.51.36727,FSM
ONT17.51.36728,NNC
ONT17.51.36735,FSM
ONT17.51.36742,FSM
ONT17.51.36743,FSM
ONT17.51.36762,NNC
ONT17.51.36977,FSM
ONT17.51.36979,FSM
ONT17.51.36981,NNC
ONT17.51.36984,NNC
ONT17.51.36986,FSM
ONT17.51.36990,FSM
ONT17.51.36999,NNC
ONT17.51.37,FSM
ONT17.51.37009,ISM
ONT17.51.37286,FSM
ONT17.51.37440,ISM
ONT17.51.37453,ISM
ONT17.51.37502,ISM
ONT17.51.37507,ISM
ONT17.51.3840,FSM
ONT17.51.3843,NNC
ONT17.51.3844,NIC
ONT17.51.3845,FSM
ONT17.51.3849,FSM
ONT17.51.3853,NIC
ONT17.51.3856,NIC
ONT17.51.3870,NNC
ONT17.51.3871,FSM
ONT17.51.3881,FSM
ONT17.51.4039,FSM
ONT17.51.4042,FSM
ONT17.51.4048,FSM
ONT17.51.4054,FSM
ONT17.51.4070,ISM
ONT17.51.4074,NNC
ONT17.51.4077,NNC
ONT17.51.41586,NNC
ONT17.51.4164,ISM
ONT17.51.4165,ISM
ONT17.51.4167,ISM
ONT17.51.41712,NNC
ONT17.51.41719,ISM
ONT17.51.41900,FSM
ONT17.51.41948,ISM
ONT17.51.42051,ISM
ONT17.51.42174,ISM
ONT17.51.42194,ISM
ONT17.51.42224,ISM
ONT17.51.42245,ISM
ONT17.51.42262,ISM
ONT17.51.42278,ISM
ONT17.51.42294,FSM
ONT17.51.42312,NIC
ONT17.51.42313,NNC
ONT17.51.42319,NIC
ONT17.51.42346,ISM
ONT17.51.42371,ISM
ONT17.51.42377,ISM
ONT17.51.42390,FSM
ONT17.51.42392,FSM
ONT17.51.42401,NNC
ONT17.51.42407,FSM
ONT17.51.42659,NIC
ONT17.51.42660,FSM
ONT17.51.42666,FSM
ONT17.51.42682,ISM
ONT17.51.42688,ISM
ONT17.51.42691,NNC
ONT17.51.42696,ISM
ONT17.51.42699,ISM
ONT17.51.43375,NNC
ONT17.51.43376,NIC
ONT17.51.43377,FSM
ONT17.51.43379,NNC
ONT17.51.43383,NIC
ONT17.51.43389,NIC
ONT17.51.43392,NIC
ONT17.51.43407,FSM
ONT17.51.43410,NIC
ONT17.51.44124,ISM
ONT17.51.44195,FSM
ONT17.51.44277,ISM
ONT17.51.44402,ISM
ONT17.51.44430,ISM
ONT17.51.44453,ISM
ONT17.51.44515,ISM
ONT17.51.44577,ISM
ONT17.51.44616,ISM
ONT17.51.44645,ISM
ONT17.51.44662,ISM
ONT17.51.44712,NNC
ONT17.51.44713,NNC
ONT17.51.44714,FSM
ONT17.51.44717,FSM
ONT17.51.44720,NIC
ONT17.51.44721,NNC
ONT17.51.44722,FSM
ONT17.51.44723,NNC
ONT17.51.44724,FSM
ONT17.51.44730,NNC
ONT17.51.44732,FSM
ONT17.51.44734,FSM
ONT17.51.44742,FSM
ONT17.51.44759,NNC
ONT17.51.44776,FSM
ONT17.51.44816,ISM
ONT17.51.44820,ISM
ONT17.51.44824,NNC
ONT17.51.44833,ISM
ONT17.51.44836,ISM
ONT17.51.45221,NNC
ONT17.51.45224,FSM
ONT17.51.45228,NNC
ONT17.51.45229,NNC
ONT17.51.45233,NIC
ONT17.51.45234,ISM
ONT17.51.45236,NNC
ONT17.51.45241,FSM
ONT17.51.45243,NNC
ONT17.51.45247,NIC
ONT17.51.45252,NIC
ONT17.51.45261,NIC
ONT17.51.45263,NIC
ONT17.51.45267,NNC
ONT17.51.45270,NIC
ONT17.51.45275,NNC
ONT17.51.45640,ISM
ONT17.51.45671,ISM
ONT17.51.45689,ISM
ONT17.51.45708,FSM
ONT17.51.45767,FSM
ONT17.51.45770,ISM
ONT17.51.45771,FSM
ONT17.51.45820,NNC
ONT17.51.45844,NIC
ONT17.51.45854,NNC
ONT17.51.46138,NNC
ONT17.51.46141,ISM
ONT17.51.46323,NNC
ONT17.51.46370,ISM
ONT17.51.46392,ISM
ONT17.51.46432,NNC
ONT17.51.46450,ISM
ONT17.51.46469,ISM
ONT17.51.46472,ISM
ONT17.51.46481,ISM
ONT17.51.46514,FSM
ONT17.51.46535,FSM
ONT17.51.46547,FSM
ONT17.51.46549,FSM
ONT17.51.46624,ISM
ONT17.51.46625,NIC
ONT17.51.46642,NIC
ONT17.51.47841,NNC
ONT17.51.47894,NNC
ONT17.51.47896,NNC
ONT17.51.47898,NNC
ONT17.51.48107,ISM
ONT17.51.48134,ISM
ONT17.51.48151,ISM
ONT17.51.48170,ISM
ONT17.51.48188,ISM
ONT17.51.48240,ISM
ONT17.51.48350,ISM
ONT17.51.48370,ISM
ONT17.51.48385,ISM
ONT17.51.48394,ISM
ONT17.51.48399,ISM
ONT17.51.48406,ISM
ONT17.51.48417,ISM
ONT17.51.48424,ISM
ONT17.51.48435,ISM
ONT17.51.48498,FSM
ONT17.51.48505,FSM
ONT17.51.48517,FSM
ONT17.51.48523,FSM
ONT17.51.48526,FSM
ONT17.51.48570,NNC
ONT17.51.48591,NNC
ONT17.51.48600,NNC
ONT17.51.48602,NNC
ONT17.51.48612,NNC
ONT17.51.48613,NNC
ONT17.51.49166,NNC
ONT17.51.49206,NIC
ONT17.51.49208,NIC
ONT17.51.49215,FSM
ONT17.51.49223,NIC
ONT17.51.49229,FSM
ONT17.51.49247,NIC
ONT17.51.49257,NIC
ONT17.51.49511,FSM
ONT17.51.49512,NNC
ONT17.51.49513,NIC
ONT17.51.49514,NIC
ONT17.51.49517,NNC
ONT17.51.49520,NNC
ONT17.51.49525,FSM
ONT17.51.49822,FSM
ONT17.51.49838,NNC
ONT17.51.49873,FSM
ONT17.51.49876,FSM
ONT17.51.49887,NIC
ONT17.51.50170,FSM
ONT17.51.50189,FSM
ONT17.51.50223,ISM
ONT17.51.50277,ISM
ONT17.51.50320,ISM
ONT17.51.50353,FSM
ONT17.51.50400,FSM
ONT17.51.50425,NNC
ONT17.51.50434,NNC
ONT17.51.50436,NNC
ONT17.51.50438,NNC
ONT17.51.50439,NNC
ONT17.51.50441,NNC
ONT17.51.50452,NNC
ONT17.51.50454,NNC
ONT17.51.50456,NNC
ONT17.51.50486,NNC
ONT17.51.50524,NNC
ONT17.51.50525,NNC
ONT17.51.50526,NNC
ONT17.51.50544,NNC
ONT17.51.50566,ISM
ONT17.51.50567,NIC
ONT17.51.50578,ISM
ONT17.51.50579,ISM
ONT17.51.50597,FSM
ONT17.51.50600,FSM
ONT17.51.51339,FSM
ONT17.51.51400,ISM
ONT17.51.51429,NNC
ONT17.51.51464,NNC
ONT17.51.51493,ISM
ONT17.51.51496,ISM
ONT17.51.51502,ISM
ONT17.51.51506,ISM
ONT17.51.51541,ISM
ONT17.51.51597,ISM
ONT17.51.51722,ISM
ONT17.51.51731,ISM
ONT17.51.51737,ISM
ONT17.51.51743,ISM
ONT17.51.51763,ISM
ONT17.51.51769,ISM
ONT17.51.51772,ISM
ONT17.51.51779,ISM
ONT17.51.51783,ISM
ONT17.51.51791,ISM
ONT17.51.52507,FSM
ONT17.51.52508,FSM
ONT17.51.52511,FSM
ONT17.51.52516,FSM
ONT17.51.52522,FSM
ONT17.51.52524,FSM
ONT17.51.52525,FSM
ONT17.51.52526,FSM
ONT17.51.52531,FSM
ONT17.51.52534,FSM
ONT17.51.52535,FSM
ONT17.51.52536,FSM
ONT17.51.52539,FSM
ONT17.51.52546,FSM
ONT17.51.52547,NNC
ONT17.51.52552,FSM
ONT17.51.52555,FSM
ONT17.51.52560,NNC
ONT17.51.52561,NNC
ONT17.51.52601,NNC
ONT17.51.53626,ISM
ONT17.51.53630,ISM
ONT17.51.56173,NIC
ONT17.51.56177,FSM
ONT17.51.56178,ISM
ONT17.51.56179,ISM
ONT17.51.56182,ISM
ONT17.51.56184,ISM
ONT17.51.56187,ISM
ONT17.51.56193,FSM
ONT17.51.56199,FSM
ONT17.51.56202,ISM
ONT17.51.56208,ISM
ONT17.51.56228,ISM
ONT17.51.56268,ISM
ONT17.51.57131,ISM
ONT17.51.58459,ISM
ONT17.51.58461,ISM
ONT17.51.58743,ISM
ONT17.51.58744,ISM
ONT17.51.58745,ISM
ONT17.51.58933,ISM
ONT17.51.5970,FSM
ONT17.51.59738,FSM
ONT17.51.5976,FSM
ONT17.51.5978,FSM
ONT17.51.5979,NNC
ONT17.51.5980,NNC
ONT17.51.5981,ISM
ONT17.51.59811,FSM
ONT17.51.59814,FSM
ONT17.51.59815,NNC
ONT17.51.59816,NNC
ONT17.51.59817,FSM
ONT17.51.59818,FSM
ONT17.51.59820,FSM
ONT17.51.59822,FSM
ONT17.51.59823,NNC
ONT17.51.59824,FSM
ONT17.51.59825,FSM
ONT17.51.59827,FSM
ONT17.51.59828,NNC
ONT17.51.5983,FSM
ONT17.51.59830,FSM
ONT17.51.59834,FSM
ONT17.51.59836,FSM
ONT17.51.59837,NNC
ONT17.51.59840,NNC
ONT17.51.59841,FSM
ONT17.51.59842,NNC
ONT17.51.59843,FSM
ONT17.51.59846,FSM
ONT17.51.59848,FSM
ONT17.51.59849,FSM
ONT17.51.59856,NNC
ONT17.51.5986,FSM
ONT17.51.5987,ISM
ONT17.51.59872,NNC
ONT17.51.5989,NNC
ONT17.51.59897,NNC
ONT17.51.59914,FSM
ONT17.51.6003,NNC
ONT17.51.6078,FSM
ONT17.51.6079,FSM
ONT17.51.6081,NNC
ONT17.51.60818,ISM
ONT17.51.60819,ISM
ONT17.51.6082,FSM
ONT17.51.60820,ISM
ONT17.51.60821,ISM
ONT17.51.60822,ISM
ONT17.51.6089,ISM
ONT17.51.6092,ISM
ONT17.51.6093,ISM
ONT17.51.6095,ISM
ONT17.51.60950,ISM
ONT17.51.6097,ISM
ONT17.51.61998,FSM
ONT17.51.62,NNC
ONT17.51.62000,FSM
ONT17.51.62003,NIC
ONT17.51.62004,FSM
ONT17.51.62005,FSM
ONT17.51.62052,FSM
ONT17.51.62053,FSM
ONT17.51.62055,ISM
ONT17.51.62062,FSM
ONT17.51.62072,NNC
ONT17.51.62077,FSM
ONT17.51.62081,FSM
ONT17.51.62197,NNC
ONT17.51.62203,ISM
ONT17.51.62209,FSM
ONT17.51.62210,NNC
ONT17.51.62225,NNC
ONT17.51.62242,NNC
ONT17.51.62424,ISM
ONT17.51.62443,ISM
ONT17.51.7331,FSM
ONT17.51.7332,FSM
ONT17.51.7336,FSM
ONT17.51.7337,FSM
ONT17.51.7339,FSM
ONT17.51.7341,FSM
ONT17.51.7342,FSM
ONT17.51.7344,FSM
ONT17.51.7346,FSM
ONT17.51.7396,FSM
ONT17.51.76,NNC
ONT17.51.82,FSM
ONT17.52.102,NIC
ONT17.52.103,NIC
ONT17.52.106,ISM
ONT17.52.109,NNC
ONT17.52.119,ISM
ONT17.52.11985,FSM
ONT17.52.12060,FSM
ONT17.52.12063,FSM
ONT17.52.12068,ISM
ONT17.52.12072,NIC
ONT17.52.12073,NNC
ONT17.52.12074,FSM
ONT17.52.12075,ISM
ONT17.52.12076,NNC
ONT17.52.12077,NNC
ONT17.52.12083,ISM
ONT17.52.12088,NNC
ONT17.52.12089,NNC
ONT17.52.12110,NNC
ONT17.52.12115,NNC
ONT17.52.12138,NNC
ONT17.52.12216,NNC
ONT17.52.12270,NIC
ONT17.52.127,ISM
ONT17.52.155,NIC
ONT17.52.17162,FSM
ONT17.52.17526,FSM
ONT17.52.17598,ISM
ONT17.52.17599,FSM
ONT17.52.1808,NNC
ONT17.52.18155,FSM
ONT17.52.18156,FSM
ONT17.52.18158,NNC
ONT17.52.18159,FSM
ONT17.52.18160,ISM
ONT17.52.18165,FSM
ONT17.52.18166,ISM
ONT17.52.18173,ISM
ONT17.52.18175,ISM
ONT17.52.18178,NNC
ONT17.52.18180,FSM
ONT17.52.18183,FSM
ONT17.52.18189,ISM
ONT17.52.18193,ISM
ONT17.52.18195,ISM
ONT17.52.18327,FSM
ONT17.52.18355,FSM
ONT17.52.18369,NNC
ONT17.52.18751,ISM
ONT17.52.18786,ISM
ONT17.52.19077,ISM
ONT17.52.19082,FSM
ONT17.52.19086,ISM
ONT17.52.19089,FSM
ONT17.52.19091,ISM
ONT17.52.19099,ISM
ONT17.52.19107,FSM
ONT17.52.19114,ISM
ONT17.52.19128,ISM
ONT17.52.19130,ISM
ONT17.52.19140,ISM
ONT17.52.19162,NNC
ONT17.52.19164,ISM
ONT17.52.19227,FSM
ONT17.52.19241,ISM
ONT17.52.19243,ISM
ONT17.52.19246,ISM
ONT17.52.19249,ISM
ONT17.52.19255,FSM
ONT17.52.19257,ISM
ONT17.52.19469,NIC
ONT17.52.19472,FSM
ONT17.52.19476,NNC
ONT17.52.19478,NIC
ONT17.52.19480,ISM
ONT17.52.19481,ISM
ONT17.52.19482,NIC
ONT17.52.19486,ISM
ONT17.52.19491,ISM
ONT17.52.19500,ISM
ONT17.52.19502,ISM
ONT17.52.19503,ISM
ONT17.52.19504,ISM
ONT17.52.19505,FSM
ONT17.52.19506,NIC
ONT17.52.19508,FSM
ONT17.52.19869,NIC
ONT17.52.19870,FSM
ONT17.52.19875,FSM
ONT17.52.19876,NIC
ONT17.52.20189,ISM
ONT17.52.20190,ISM
ONT17.52.20192,ISM
ONT17.52.20193,ISM
ONT17.52.20195,ISM
ONT17.52.20196,NNC
ONT17.52.20197,NNC
ONT17.52.20198,NNC
ONT17.52.20207,ISM
ONT17.52.20208,NNC
ONT17.52.20490,ISM
ONT17.52.20491,ISM
ONT17.52.20493,ISM
ONT17.52.20495,ISM
ONT17.52.20497,NNC
ONT17.52.20500,NNC
ONT17.52.20503,ISM
ONT17.52.20505,ISM
ONT17.52.20508,NNC
ONT17.52.20510,NNC
ONT17.52.21629,NNC
ONT17.52.21633,NNC
ONT17.52.21635,NNC
ONT17.52.21636,NNC
ONT17.52.21637,NNC
